id;name;link;specialization;films_years;description;path_to_folder
3250;Полина Лазарева;https://www.kinopoisk.ru/name/1691869;Актриса,Режиссер,Сценарист;21, 1997 — 2024;Операция «Мухаббат»,Екатерина,Город,Скажи правду;actors_ussr_russia/3250
8125;Александр Мосолов;https://www.kinopoisk.ru/name/2201119;Актер;85, 1993 — 2023;Летчик,Лихач,Ментовские войны 8,Первый отдел,Наш спецназ,Невский. Тень архитектора;actors_ussr_russia/8125
1625;Евгения Лютая;https://www.kinopoisk.ru/name/1671773;Актриса;44, 2000 — 2022;Охотники за караванами,Дети Арбата,Склифосовский,Тяжелый песок,Страсти по Чапаю;actors_ussr_russia/1625
23692;Никита Тезин;https://www.kinopoisk.ru/name/1746570;Актер;45, 2004 — 2023;Битва за Севастополь,Молодая гвардия,Жизнь и судьба,Инквизитор,Черная метка,Сводные судьбы;actors_ussr_russia/23692
44589;Янис Кирмушка;https://www.kinopoisk.ru/name/1124881;Актер;4, 2005 — 2016;;actors_ussr_russia/44589
16250;Владислав Усов;https://www.kinopoisk.ru/name/3922569;Актер;1, 2016 — 2016;;actors_ussr_russia/16250
0;Владимир Епифанцев;https://www.kinopoisk.ru/name/558099;Актер,Режиссер,Актер дубляжа,Сценарист,Продюсер,Оператор;146, 1999 — 2024;Я остаюсь,Капитан Волконогов бежал,Дом,Джулур: мас-рестлинг,Живой,Жуки,Воскресенский,Два холма,Банды,Тайный знак;actors_ussr_russia/0
14625;Вилли Герк;https://www.kinopoisk.ru/name/777951;Актер;27, 1997 — 2017;;actors_ussr_russia/14625
11375;Константин Бурухин;https://www.kinopoisk.ru/name/3651360;Актер;13, 2004 — 2016;Пятницкий. Глава четвёртая;actors_ussr_russia/11375
28826;Олег Загородний;https://www.kinopoisk.ru/name/3429157;Актер;24, 2010 — 2022;Жар-птица,Демоны,1942,Женский доктор,Как закалялся стайл;actors_ussr_russia/28826
8126;Давид Тухманов;https://www.kinopoisk.ru/name/294581;Композитор,Актер;30, 1973 — 2023;Маленькие комедии большого дома,Куколка,Следствие ведут знатоки: Полуденный вор,Следствие ведут знатоки: Бумеранг,Следствие ведут знатоки: Без ножа и кастета;actors_ussr_russia/8126
4876;Елена Волхонская;https://www.kinopoisk.ru/name/2039695;Актриса;38, 2006 — 2022;Раскол,Ласточкино гнездо,Чужая стая,Банды,Грач;actors_ussr_russia/4876
21126;Рамиз Алиев;https://www.kinopoisk.ru/name/6697127;Актер;9, 2017 — 2022;Струны,Родком,Наш спецназ,Великолепная пятёрка,Художник;actors_ussr_russia/21126
23696;Александр Новин;https://www.kinopoisk.ru/name/965290;Актер,Продюсер;44, 2001 — 2024;Время первых,Пробуждение,Апостол,Охотники за бриллиантами,Однолюбы,Золотое дно;actors_ussr_russia/23696
19501;Сергей Плешаков;https://www.kinopoisk.ru/name/6448060;Актер;4, 2020 — 2021;Хрустальный;actors_ussr_russia/19501
1;Данила Козловский;https://www.kinopoisk.ru/name/1054956;Актер,Продюсер,Режиссер,Актер дубляжа,Сценарист;71, 1999 — 2023;Легенда №17,Одиночка,Экипаж,Молодой человек,Мы из будущего,Мы из будущего,13 клиническая,Всё началось в Харбине,Надвое,Пять невест;actors_ussr_russia/1
3251;Олег Сенцов;https://www.kinopoisk.ru/name/2635660;Режиссер,Сценарист,Продюсер;5, 2008 — 2021;;actors_ussr_russia/3251
28827;Алексей Чистиков;https://www.kinopoisk.ru/name/1815776;Режиссер,Сценарист;6, 2010 — 2019;Дело чести,Семейный бизнес;actors_ussr_russia/28827
6502;Надежда Павлова;https://www.kinopoisk.ru/name/179091;Актриса;4, 1976 — 2023;Сицилианская защита,Синяя птица;actors_ussr_russia/6502
21127;Вероника Мустаева;https://www.kinopoisk.ru/name/6725533;Актриса;2, 2022 — 2023;;actors_ussr_russia/21127
33243;Светлана Дорохина;https://www.kinopoisk.ru/name/1625317;Актриса;26, 2007 — 2022;Поддубный,Казанова,Сваты 4,Деньги,Краткий курс счастливой жизни,Жена олигарха;actors_ussr_russia/33243
23702;Антон Денисенко;https://www.kinopoisk.ru/name/2782698;Актер;51, 2008 — 2024;Сладкая жизнь,Царская прививка,Испытание,Триггер,Ищейка;actors_ussr_russia/23702
28831;Владимир Заец;https://www.kinopoisk.ru/name/2614477;Актер;40, 2008 — 2022;Битва за Севастополь,По праву любви,Тонкая работа,Офицерские жены,Страсти по Чапаю,Женский доктор;actors_ussr_russia/28831
16252;Март Китаев;https://www.kinopoisk.ru/name/4559409;Художник;3, 1981 — 2010;;actors_ussr_russia/16252
3252;Валерия Скороходова;https://www.kinopoisk.ru/name/1601772;Актриса;23, 2003 — 2023;Путейцы;actors_ussr_russia/3252
1627;Вера Васильева;https://www.kinopoisk.ru/name/102377;Актриса;94, 1945 — 2020;Безумный день, или Женитьба Фигаро,Карнавал,Чук и Гек,Женатый холостяк,Выйти замуж за капитана,Следствие ведут знатоки: Ответный удар,Пока цветет папоротник,Ералаш;actors_ussr_russia/1627
2;Александр Петров;https://www.kinopoisk.ru/name/2286874;Актер,Режиссер,Сценарист,Актер дубляжа,Продюсер;91, 2010 — 2024;Лёд 3,Человек божий,Лёд 2,Счастье в конверте,Происшествие в стране Мульти-Пульти,Метод,Обнимая небо,Полицейский с Рублёвки,Полицейский с Рублёвки в Бескудниково,Полицейский с Рублёвки. Снова дома;actors_ussr_russia/2
44595;Алла Костромичева;https://www.kinopoisk.ru/name/4993915;;5;;actors_ussr_russia/44595
4878;Андрей Аршавин;https://www.kinopoisk.ru/name/1995643;Актер;15, 2010 — 2023;;actors_ussr_russia/4878
28833;Инга;https://www.kinopoisk.ru/name/1248329;Актриса;13, 1997 — 2002;;actors_ussr_russia/28833
16253;Вэл Сорокин;https://www.kinopoisk.ru/name/6957508;Актер;11, 2007 — 2023;Мастер и Маргарита,Империя,СМЕРШ. Продолжение,Моя мама — шпион,Плакать нельзя;actors_ussr_russia/16253
23704;Ирина Цывина;https://www.kinopoisk.ru/name/1555523;Актриса;38, 1988 — 2018;Ёлки-палки!..,Шакал,Полицейский с Рублёвки. Мы тебя найдём,По ту сторону смерти;actors_ussr_russia/23704
11378;Алексей Дьячков;https://www.kinopoisk.ru/name/4235971;Актер;14, 2005 — 2021;На острие,Тихий Дон;actors_ussr_russia/11378
9753;Александр Твардовский;https://www.kinopoisk.ru/name/1277292;Сценарист;5, 1973 — 1984;Печники;actors_ussr_russia/9753
3253;Дарья Коныжева;https://www.kinopoisk.ru/name/4498242;Актриса;27, 2015 — 2024;Свет,Доктор Лиза,Подольские курсанты,Фрау,Волшебник,Внутри убийцы,Седьмая симфония,Триггер,Псих;actors_ussr_russia/3253
17878;Карина Прозорова;https://www.kinopoisk.ru/name/5825553;Актриса;16, 2017 — 2023;Такси под прикрытием,Великолепная пятёрка,Реализация,Условный мент;actors_ussr_russia/17878
1628;Илья Аксенов;https://www.kinopoisk.ru/name/3296690;Режиссер,Сценарист,Актер,Продюсер;16, 2012 — 2024;Родные,Квнщики,Мир! Дружба! Жвачка!,Капельник,Полярный,Филатов;actors_ussr_russia/1628
3;Константин Хабенский;https://www.kinopoisk.ru/name/231512;Актер,Актер дубляжа,Режиссер,Сценарист,Продюсер;165, 1991 — 2024;Доктор Лиза,Огонь,Небесный суд,Богиня: Как я полюбила,Время первых,Метод,Нежность,Гибель Империи,Статский советник,Небесный суд. Продолжение;actors_ussr_russia/3
6503;Борис Руднев;https://www.kinopoisk.ru/name/315852;Актер,Актер дубляжа;52, 1966 — 1994;Его батальон,Иван Макарович,Горячий снег,Государственная граница. Фильм 2. Мирное лето 21-го года,Беспредел,Государственная граница,Хождение по мукам,Открытая книга,Долгие версты войны;actors_ussr_russia/6503
4879;Борис Рыцарев;https://www.kinopoisk.ru/name/193820;Режиссер,Сценарист;18, 1958 — 1992;Ученик лекаря,Волшебная лампа Аладдина,Принцесса на горошине,На златом крыльце сидели,Иван да Марья;actors_ussr_russia/4879
16254;Олег Малафеев;https://www.kinopoisk.ru/name/7131341;Актер;1, 2023 — 2023;Отмороженные;actors_ussr_russia/16254
3254;Инна Степанова;https://www.kinopoisk.ru/name/1615053;Актриса;45, 2000 — 2023;Северное сияние. Когда мёртвые возвращаются. Фильм седьмой,Северное Сияние. Тайна огненных рун. Фильм девятый,Тест на беременность,Ваша честь,Тест на беременность 2,Хрустальный,Григорий Р.;actors_ussr_russia/3254
1629;Константин Буслов;https://www.kinopoisk.ru/name/1130419;Продюсер,Режиссер,Сценарист;17, 2006 — 2023;Бронекатер,Калашников,1941. Крылья над Берлином;actors_ussr_russia/1629
23710;Эдуард Мацаберидзе;https://www.kinopoisk.ru/name/1897421;Актер,Сценарист;12, 2011 — 2020;Сладкая жизнь;actors_ussr_russia/23710
11379;Наркас Искандарова;https://www.kinopoisk.ru/name/4164287;Режиссер,Продюсер,Сценарист,Актриса;6, 2015 — 2023;;actors_ussr_russia/11379
21129;Артём Герц;https://www.kinopoisk.ru/name/6796456;Актер;1, 2022 — 2022;;actors_ussr_russia/21129
4;Светлана Ходченкова;https://www.kinopoisk.ru/name/224384;Актриса,Режиссер,Сценарист,Продюсер,Оператор,Актриса дубляжа;112, 2003 — 2024;Благословите женщину,На острие,Жена Сталина,Скажи ей,Не хлебом единым,Казанова,Домашний арест,Куприн. Яма,Краткий курс счастливой жизни,«Везёт»;actors_ussr_russia/4
41043;Лариса Кривцова;https://www.kinopoisk.ru/name/1981672;Продюсер,Сценарист,Актриса,Директор фильма;8, 1990 — 2014;;actors_ussr_russia/41043
4880;Данила Чванов;https://www.kinopoisk.ru/name/2328894;Актер;8, 2009 — 2021;Отель Элеон,Листьев. Новый взгляд;actors_ussr_russia/4880
8130;Константин Пахотин;https://www.kinopoisk.ru/name/2008028;Художник;29, 2005 — 2023;Подольские курсанты,Русский крест,Аманат,От печали до радости,Жмурки,Женский батальонъ,Достоевский,Ладога,Василиса,Бездна;actors_ussr_russia/8130
28839;Алина Левшин;https://www.kinopoisk.ru/name/1855437;Актриса;40, 1986 — 2024;Наши матери, наши отцы;actors_ussr_russia/28839
3255;Сергей Матвиенко;https://www.kinopoisk.ru/name/4748026;Актер;28, 2009 — 2023;Истории в кино: Притворись моей;actors_ussr_russia/3255
1630;Денис Бургазлиев;https://www.kinopoisk.ru/name/17985;Актер;63, 1984 — 2023;Превосходство Борна,Ищейка,Медсестра,Отель «Толедо»,Палач,Вавилон-Берлин;actors_ussr_russia/1630
23711;Люсьена Овчинникова;https://www.kinopoisk.ru/name/277614;Актриса;70, 1959 — 2011;Девчата,Мама вышла замуж,Сильные духом,Большое космическое путешествие,Девять дней одного года,Большая перемена,Женщины, которым повезло,Ералаш,Ольга Сергеевна,И снова Анискин;actors_ussr_russia/23711
11380;Юлия Мигирова;https://www.kinopoisk.ru/name/2286863;Актриса дубляжа;1, 2007 — 2007;;actors_ussr_russia/11380
5;Дмитрий Назаров;https://www.kinopoisk.ru/name/273292;Актер,Актер дубляжа;101, 1967 — 2021;Концерт,Фиксики против кработов,Фиксики: Большой секрет,Большое путешествие,Князь Владимир,Кухня,Вызов,Штрафбат,Закон,Красная капелла;actors_ussr_russia/5
6505;Павел Акимкин;https://www.kinopoisk.ru/name/1813399;Актер,Композитор,Актер дубляжа;22, 2004 — 2023;Доктор,Куприн. Впотьмах,Иванько;actors_ussr_russia/6505
8131;Светлана Казарцева;https://www.kinopoisk.ru/name/1916521;Актриса дубляжа,Актриса;41, 2002 — 2023;Зелёный фургон;actors_ussr_russia/8131
13006;Мария Зайцева;https://www.kinopoisk.ru/name/3073228;Продюсер;7, 2022 — 2022;;actors_ussr_russia/13006
28844;Анна Сафрончик;https://www.kinopoisk.ru/name/247752;Актриса;22, 2000 — 2023;;actors_ussr_russia/28844
9756;Ева Жук;https://www.kinopoisk.ru/name/5780264;Актриса;6, 2018 — 2021;Великолепная пятёрка,Крепкие орешки,Условный мент;actors_ussr_russia/9756
1631;Екатерина Данилова;https://www.kinopoisk.ru/name/2347211;Актриса;23, 2006 — 2024;Остров Обречённых,ЧС. Чрезвычайная ситуация,Ментовские войны 5,Спасти босса,Физрук;actors_ussr_russia/1631
3256;Роман Ладнев;https://www.kinopoisk.ru/name/1601736;Актер;52, 2007 — 2023;Мастер и Маргарита,Поп,Пятая группа крови,Безсоновъ,Джокер,Тонкая грань,Путейцы;actors_ussr_russia/3256
21131;Марина Характерова;https://www.kinopoisk.ru/name/6520029;Актриса;2, 2022 — 2024;;actors_ussr_russia/21131
6506;Михаил Царев;https://www.kinopoisk.ru/name/347458;Актер,Режиссер;22, 1932 — 1986;Горе от ума,Горе от ума,Пигмалион;actors_ussr_russia/6506
6;Любовь Аксёнова;https://www.kinopoisk.ru/name/2460349;Актриса,Актриса дубляжа;78, 2005 — 2024;Майор Гром: Чумной Доктор. Расширенная версия,Майор Гром: Чумной Доктор,Без меня,Салют-7,Рассказы,Мажор,Обнимая небо,Вокально—криминальный ансамбль,Цыпленок жареный,Бывшие;actors_ussr_russia/6
4882;Полина Ртищева;https://www.kinopoisk.ru/name/2602468;Актриса;1;Ералаш;actors_ussr_russia/4882
8132;Вера Быкова;https://www.kinopoisk.ru/name/93457;Актриса;22, 1967 — 2013;Луной был полон сад,Переступить черту,Звезды и солдаты,Противостояние,Одну тебя люблю,Счастливчик Пашка;actors_ussr_russia/8132
13007;Евгений Никоноров;https://www.kinopoisk.ru/name/3388627;Актер,Художник;4, 2007 — 2014;Глухарь. Возвращение;actors_ussr_russia/13007
3257;Григорий Горин;https://www.kinopoisk.ru/name/294157;Сценарист,Актер;39, 1962 — 2022;Тот самый Мюнхгаузен,Формула любви,Поминальная молитва,Маленькие комедии большого дома,О бедном гусаре замолвите слово;actors_ussr_russia/3257
11382;Алекса Флекси;https://www.kinopoisk.ru/name/5624791;Актриса;4, 2005 — 2017;;actors_ussr_russia/11382
6507;Денис Шевченко;https://www.kinopoisk.ru/name/1599033;Актер;18, 2000 — 2021;ДМБ,Казус Кукоцкого;actors_ussr_russia/6507
21132;Дарья Кормышева;https://www.kinopoisk.ru/name/7180699;Актриса,Сценарист,Продюсер;4, 2010 — 2023;;actors_ussr_russia/21132
7;Дмитрий Нагиев;https://www.kinopoisk.ru/name/551325;Актер,Актер дубляжа;148, 1974 — 2023;Чистилище,Убийство в «Гнезде фазана»,Палач,Кухня,Катя: Военная история,Физрук,Каменская,Ералаш;actors_ussr_russia/7
23722;Ольга Куркулина;https://www.kinopoisk.ru/name/2936443;Актриса,Продюсер;8, 2013 — 2021;;actors_ussr_russia/23722
41051;Виктор Михайлов;https://www.kinopoisk.ru/name/7089410;Актер;12, 2020 — 2023;Любовь во всём виновата,Крестецкая вышивка,Сёстры,Счастье меня найдет;actors_ussr_russia/41051
13008;Александр Милюков;https://www.kinopoisk.ru/name/313242;Режиссер,Актер,Сценарист,Режиссер дубляжа;4, 1962 — 1983;;actors_ussr_russia/13008
28848;Павел Сьянов;https://www.kinopoisk.ru/name/3504020;Актер;12, 2010 — 2017;Молодёжка,Петр Лещенко. Все, что было…,Слава;actors_ussr_russia/28848
16258;Александр Щелкушкин;https://www.kinopoisk.ru/name/4555937;Продюсер;9, 2016 — 2020;;actors_ussr_russia/16258
1633;Алексей Иващенко;https://www.kinopoisk.ru/name/304577;Актер дубляжа,Актер,Режиссер,Сценарист,Композитор;203, 1963 — 2022;Дура;actors_ussr_russia/1633
3258;Евгений Меньшов;https://www.kinopoisk.ru/name/269890;Актер;27, 1971 — 2016;Пока стоят горы...,...А зори здесь тихие,Государственная граница. Фильм 3. Восточный рубеж,Главный конструктор;actors_ussr_russia/3258
17883;Гаянэ Калмыкова;https://www.kinopoisk.ru/name/5000036;Актриса;5, 2016 — 2022;;actors_ussr_russia/17883
11383;Армен Григорян;https://www.kinopoisk.ru/name/2799842;Актер;3, 1994 — 2008;;actors_ussr_russia/11383
21133;Александр Рудь;https://www.kinopoisk.ru/name/6955553;Актер;10, 2010 — 2023;Девушки с Макаровым,Короче,Аврора;actors_ussr_russia/21133
8;Сергей Безруков;https://www.kinopoisk.ru/name/224620;Актер,Актер дубляжа,Продюсер,Режиссер,Сценарист;129, 1974 — 2025;Подольские курсанты,Псих,Мистер Нокаут,Учености плоды,Каникулы строгого режима,Бригада,Бизон: Дело манекенщицы,Мастер и Маргарита,Есенин,Шпион;actors_ussr_russia/8
23724;Наташа Яровенко;https://www.kinopoisk.ru/name/763625;Актриса;26, 2000 — 2020;;actors_ussr_russia/23724
8134;Николай Малаев;https://www.kinopoisk.ru/name/1603695;Актер;28, 1999 — 2015;Слушатель;actors_ussr_russia/8134
4884;Филипп Дьячков;https://www.kinopoisk.ru/name/2391556;Актер;49, 2007 — 2023;Король и Шут: Сказка о Горшке и Князе,Полярный,Король и Шут,Мир! Дружба! Жвачка!,Ментовские войны 6,Невский. Проверка на прочность;actors_ussr_russia/4884
19509;Никита Колесов;https://www.kinopoisk.ru/name/4194149;Оператор;1, 2015 — 2015;;actors_ussr_russia/19509
28857;Ольга Когут;https://www.kinopoisk.ru/name/1603590;Актриса;66, 1994 — 2021;Непокоренный,Бомж,Чужая жизнь,Женский доктор,След оборотня,Порох и дробь,Пёс;actors_ussr_russia/28857
14634;Анна Оккерт;https://www.kinopoisk.ru/name/4487430;Художник,Актриса;12, 2013 — 2023;Омар в большом городе;actors_ussr_russia/14634
9759;Ольга Альберти;https://www.kinopoisk.ru/name/5504196;Актриса;5, 2013 — 2018;Мажор 2;actors_ussr_russia/9759
21134;Хусейн Дауров;https://www.kinopoisk.ru/name/6959223;Режиссер,Монтажер,Актер,Сценарист,Продюсер;3, 2013 — 2022;;actors_ussr_russia/21134
9;Сергей Бурунов;https://www.kinopoisk.ru/name/1193331;Актер дубляжа,Актер;444, 1990 — 2023;Я тебя люблю — Je t’aime,Родные,Остров,Происшествие в стране Мульти-Пульти,Последний богатырь: Корень зла,Слово пацана. Кровь на асфальте,Домашний арест,Полицейский с Рублёвки,Полицейский с Рублёвки в Бескудниково,Ивановы-Ивановы;actors_ussr_russia/9
23726;Александр Ряполов;https://www.kinopoisk.ru/name/4471304;Актер;4, 2017 — 2017;Движение вверх;actors_ussr_russia/23726
41055;Абдель Фифтибаев;https://www.kinopoisk.ru/name/5035915;Режиссер,Сценарист,Продюсер,Монтажер;2, 2018 — 2023;;actors_ussr_russia/41055
44611;Саибджан Ахмедов;https://www.kinopoisk.ru/name/3691958;Актер;1, 2013 — 2013;;actors_ussr_russia/44611
8135;Антон Красовский;https://www.kinopoisk.ru/name/2339835;Режиссер,Сценарист,Продюсер;4, 2020 — 2022;;actors_ussr_russia/8135
4885;Анастасия Сомова;https://www.kinopoisk.ru/name/3788309;Актриса;9, 2010 — 2021;Битва,Хэппи-энд;actors_ussr_russia/4885
13010;Михаил Кириченко;https://www.kinopoisk.ru/name/3753553;Актер;1, 2015 — 2015;;actors_ussr_russia/13010
19510;Константин Умрихин;https://www.kinopoisk.ru/name/6567577;Актер;6, 2018 — 2022;Оффлайн;actors_ussr_russia/19510
1635;Алина Бабак;https://www.kinopoisk.ru/name/3304537;Актриса;41, 2007 — 2022;Асфальтовое солнце,А зори здесь тихие...,Практика,А зори здесь тихие…,Неопалимая купина,Пищеблок;actors_ussr_russia/1635
11385;Артем Мирошин;https://www.kinopoisk.ru/name/3221573;Режиссер,Сценарист,Продюсер,Оператор,Композитор,Монтажер;1, 2013 — 2013;;actors_ussr_russia/11385
3260;Мария Буравлева;https://www.kinopoisk.ru/name/1625441;Актриса;26, 2004 — 2023;Привет, Киндер!,Розыск 2,Розыск,Жуков,Между нами, девочками. Продолжение;actors_ussr_russia/3260
10;Антон Ельчин;https://www.kinopoisk.ru/name/752;Актер;87, 1993 — 2019;Сердца в Атлантиде,Альфа Дог,Неуправляемый,Выживут только любовники,Ангел-хранитель,Скорая помощь,Мыслить как преступник,Практика,Волшебный мир Дисней,Похищенный;actors_ussr_russia/10
23727;Владимир Селезнев;https://www.kinopoisk.ru/name/1757909;Актер;87, 2000 — 2024;Метод Михайлова,Игра с огнём,Ворона,Мажор,Чужой район 3;actors_ussr_russia/23727
4886;Артём Пушкин;https://www.kinopoisk.ru/name/1897098;Актер;5, 2009 — 2009;;actors_ussr_russia/4886
33260;Сергей Клановский;https://www.kinopoisk.ru/name/266208;Актер;35, 1985 — 2020;Небеса обетованные,Ермак,Кто, если не мы,Игра на миллионы,Диверсант,Ермак,Вольф Мессинг: Видевший сквозь время,Дом образцового содержания;actors_ussr_russia/33260
14636;Вячеслав Зинуров;https://www.kinopoisk.ru/name/5872904;;4;;actors_ussr_russia/14636
1636;Петр Глебов;https://www.kinopoisk.ru/name/194875;Актер,Актер дубляжа;57, 1940 — 2005;Мужики!..,Тихий Дон,Балтийское небо,Освобождение: Направление главного удара,Юность Петра,Поднятая целина,Сердце Бонивура;actors_ussr_russia/1636
21136;Андрей Антонов;https://www.kinopoisk.ru/name/7059013;Актер;2, 2019 — 2022;;actors_ussr_russia/21136
11;Юлия Александрова;https://www.kinopoisk.ru/name/1714177;Актриса,Оператор;62, 2004 — 2023;Баба Мороз и тайна Нового года,Папа,Кощей. Начало,Слово пацана. Кровь на асфальте,#СидЯдома,Кеша должен умереть,Звоните ДиКаприо!,Зона;actors_ussr_russia/11
8137;Ольга Барз;https://www.kinopoisk.ru/name/5439559;Актриса;18, 2001 — 2019;;actors_ussr_russia/8137
23730;Ольга Озоллапиня;https://www.kinopoisk.ru/name/3335984;Актриса;19, 2011 — 2023;Как Витька Чеснок вёз Лёху Штыря в дом инвалидов,Фишер,Раскол,Серебряный волк,Склифосовский,Псих;actors_ussr_russia/23730
14637;Глеб Борисов;https://www.kinopoisk.ru/name/6501691;Актер;3, 2021 — 2022;Солнцепек;actors_ussr_russia/14637
33262;Олег Евтеев;https://www.kinopoisk.ru/name/2804147;Актер;86, 1999 — 2023;Поехавшая,Кентавр,Здоровый человек,Спецбат,Триггер,Карпов,Глухарь. Продолжение,Крапленый;actors_ussr_russia/33262
6511;Вадим Мадянов;https://www.kinopoisk.ru/name/327429;Актер,Режиссер;18, 1972 — 2015;Кадкина всякий знает,Перевод с английского,Раскол,Мосгаз,И снова Анискин,Выстрел;actors_ussr_russia/6511
12;Кристина Асмус;https://www.kinopoisk.ru/name/1959253;Актриса,Актриса дубляжа;51, 2010 — 2025;Своя война. Шторм в пустыне,Чемпионы: Быстрее. Выше. Сильнее,А зори здесь тихие...,Тётя Марта,А зори здесь тихие…,Синдром дракона,Интерны;actors_ussr_russia/12
37339;Виссарион Аплиаа;https://www.kinopoisk.ru/name/1942739;;1;;actors_ussr_russia/37339
23731;Лолита Милявская;https://www.kinopoisk.ru/name/543779;Актриса;58, 1991 — 2023;Тень, или Может быть, все обойдется,День радио,LAB с Антоном Беляевым,Маски-шоу;actors_ussr_russia/23731
1638;Натали Старынкевич;https://www.kinopoisk.ru/name/2461019;Актриса;35, 2009 — 2024;Нелюбовь,Другая,Шелест. Большой передел,Глухарь. Возвращение,Отмена всех ограничений,Ничто не случается дважды;actors_ussr_russia/1638
6512;Владислав Ковальков;https://www.kinopoisk.ru/name/269896;Актер дубляжа,Актер;183, 1956 — 1998;Легкая жизнь,Шофер поневоле,Солдаты,Через тернии к звездам,Город зажигает огни,Семнадцать мгновений весны,Долгая дорога в дюнах,ТАСС уполномочен заявить…,Поднятая целина;actors_ussr_russia/6512
11388;Кирилл Гордеев;https://www.kinopoisk.ru/name/4052609;Актер;2, 2001 — 2022;Пятницкий. Глава третья;actors_ussr_russia/11388
21138;Ксения Масленникова;https://www.kinopoisk.ru/name/7172371;Актриса;12, 2006 — 2023;Ищейка,Скорая помощь 3,Киллер;actors_ussr_russia/21138
33263;Ольга Елисеева;https://www.kinopoisk.ru/name/4718506;Актриса;1, 2017 — 2017;;actors_ussr_russia/33263
13;Пётр Фёдоров;https://www.kinopoisk.ru/name/52108;Актер,Сценарист,Актер дубляжа,Режиссер,Монтажер,Композитор,Продюсер;89, 2000 — 2023;Летчик,Ёлки 2,А зори здесь тихие...,ДМБ,Я тебя люблю — Je t’aime,Охотники за бриллиантами,А зори здесь тихие…,Перевал Дятлова,Территория,Ласт квест;actors_ussr_russia/13
17888;Захар Винников;https://www.kinopoisk.ru/name/3730891;Оператор;2, 2012 — 2013;;actors_ussr_russia/17888
4889;Елена Тяпкина;https://www.kinopoisk.ru/name/220223;Актриса;40, 1926 — 1980;Радуга,Дом на Трубной,Веселые ребята,Война и мир: Наташа Ростова,Война и мир: Андрей Болконский,Каникулы Кроша,Война и мир,Поднятая целина;actors_ussr_russia/4889
23736;Илья Баскин;https://www.kinopoisk.ru/name/22697;Актер;109, 1954 — 2023;Октябрьское небо,Будучи там,Имя розы,Ангелы и Демоны,Телеграмма,Большая перемена,Мыслить как преступник,Родина,Квантовый скачок,Касл;actors_ussr_russia/23736
16264;Данис Мухаметшин;https://www.kinopoisk.ru/name/3690765;Оператор,Монтажер;1, 2012 — 2012;;actors_ussr_russia/16264
1639;Вера Воронкова;https://www.kinopoisk.ru/name/231314;Актриса,Актриса дубляжа;89, 1990 — 2024;Любовник,Любовь,Дневник его жены,Время танцора,Дневник убийцы,Старая гвардия. Огненный след,Старая гвардия,Предчувствие,Русалки;actors_ussr_russia/1639
3264;Юрий Насонов;https://www.kinopoisk.ru/name/6105604;Актер;11, 2020 — 2024;Майор Гром: Чумной Доктор. Расширенная версия,Майор Гром: Чумной Доктор,ЮЗЗЗ,Золотое дно,Стая;actors_ussr_russia/3264
14;Владимир Машков;https://www.kinopoisk.ru/name/733;Актер,Режиссер,Продюсер,Сценарист,Актер дубляжа;73, 1984 — 2023;Вор,Папа,Вызов,Сирота казанская,Экипаж,Ликвидация,Идиот,Статский советник,Медное солнце,Григорий Р.;actors_ussr_russia/14
4890;Юрий Сазонов;https://www.kinopoisk.ru/name/1079237;Актер,Актер дубляжа;194, 2001 — 2024;Отчий берег,Кухня,Магомаев,Полицейский с Рублёвки в Бескудниково,Доктор Живаго;actors_ussr_russia/4890
41073;Михаил Лукичев;https://www.kinopoisk.ru/name/4718823;Актер;1, 2016 — 2016;;actors_ussr_russia/41073
23744;Борис Акунин;https://www.kinopoisk.ru/name/552291;Сценарист;19, 2002 — 2022;Статский советник,Турецкий гамбит,Турецкий гамбит,Статский советник,Пелагия и белый бульдог,Фандорин. Азазель,Азазель;actors_ussr_russia/23744
28882;Владимир Лилицкий;https://www.kinopoisk.ru/name/3936480;Актер;22, 2010 — 2020;Битва за Севастополь,Битва за Севастополь,До свидания, мальчики,Кордон следователя Савельева,Заяц, жаренный по-берлински,Анка с Молдаванки;actors_ussr_russia/28882
21140;Наталия Светличнова;https://www.kinopoisk.ru/name/7188142;Актриса;1, 2023 — 2023;;actors_ussr_russia/21140
9765;Александр Файфман;https://www.kinopoisk.ru/name/1304326;Продюсер,Режиссер;15, 1998 — 2021;Вечерний Ургант;actors_ussr_russia/9765
15;Екатерина Вилкова;https://www.kinopoisk.ru/name/1258688;Актриса;97, 1997 — 2023;Последний богатырь: Корень зла,У людей так бывает,Последний богатырь,Отцы и дети,Батальонъ,Шифр,Начальник разведки,Ученица Мессинга,Мамы чемпионов,Гостиница «Россия»;actors_ussr_russia/15
13016;Алексей Миронов;https://www.kinopoisk.ru/name/4236420;Актер;3, 2014 — 2017;;actors_ussr_russia/13016
4891;Артем Волобуев;https://www.kinopoisk.ru/name/1615175;Актер;30, 2006 — 2024;Вызов,Магомаев,Вокально—криминальный ансамбль,Как Деревянко Ломоносова играл,За полчаса до весны,Кухня;actors_ussr_russia/4891
23748;Андрей Бедняков;https://www.kinopoisk.ru/name/2804171;Актер;12, 2012 — 2018;;actors_ussr_russia/23748
