id;name;link;specialization;films_years;description;path_to_folder
18141;Александра Любимова;https://www.kinopoisk.ru/name/5838610;Актриса;2, 2008 — 2009;;actors_ussr_russia/18141
45111;Юрий Фрейдин;https://www.kinopoisk.ru/name/2156759;Актер;2, 1990 — 2002;;actors_ussr_russia/45111
37927;Дмитрий Бутеев;https://www.kinopoisk.ru/name/2418159;Актер;10, 2011 — 2023;Чижик-Пыжик возвращается,Шторм,Проект «Анна Николаевна»,Условный мент;actors_ussr_russia/37927
10013;Пётр Желтухин;https://www.kinopoisk.ru/name/2330062;Продюсер,Актер;2, 2011 — 2017;;actors_ussr_russia/10013
21391;Андрей Лобов;https://www.kinopoisk.ru/name/6662874;Оператор,Директор фильма;4, 1988 — 1989;КВН. Высшая лига;actors_ussr_russia/21391
37928;Нила Крюкова;https://www.kinopoisk.ru/name/2456356;Актриса;4, 1967 — 1996;Пропавшая грамота;actors_ussr_russia/37928
1887;Татьяна Никулина;https://www.kinopoisk.ru/name/331671;Актриса;7, 1968 — 2008;Бриллиантовая рука,Точка, точка, запятая...;actors_ussr_russia/1887
24679;Егор Пазенко;https://www.kinopoisk.ru/name/74580;Актер,Продюсер;66, 1988 — 2023;Брат 2,Орел и решка,Львиная доля,Налет,Исчезнувшие,Гибель Империи,Империя под ударом,Гражданин начальник;actors_ussr_russia/24679
3514;Мария Сокова;https://www.kinopoisk.ru/name/1211879;Актриса;22, 2001 — 2022;Русалка,Жестокость,Седьмая руна,Я вернусь,Шакал,Фурцева. Легенда о Екатерине,Вольная грамота;actors_ussr_russia/3514
5136;Мила Куликова;https://www.kinopoisk.ru/name/1543733;;1;;actors_ussr_russia/5136
260;Кирилл Сафонов;https://www.kinopoisk.ru/name/1156367;Актер,Актер дубляжа,Режиссер,Продюсер;67, 2002 — 2023;Ещё один шанс,Люби их всех,Краткий курс счастливой жизни,Хорошие руки,Девочки не сдаются,Министерство,Журов;actors_ussr_russia/260
1888;Людмила Гнилова;https://www.kinopoisk.ru/name/281401;Актриса дубляжа,Актриса;298, 1950 — 2022;Путь к себе,Легкая жизнь,Дайте жалобную книгу,Анкор, еще анкор!,Синяя птица,По законам военного времени,Спас под березами,Сказочный патруль. Хроники чудес,Котенок по имени Гав,КОАПП (Комиссия особо активной помощи природе);actors_ussr_russia/1888
3515;Андрей Попов;https://www.kinopoisk.ru/name/174182;Актер,Актер дубляжа,Режиссер;74, 1930 — 2010;Укрощение огня,Укрощение строптивой,Несколько дней из жизни И.И. Обломова,Шведская спичка,Седьмой спутник;actors_ussr_russia/3515
13266;Дарья Фурман;https://www.kinopoisk.ru/name/4717781;Актриса;5, 2016 — 2022;;actors_ussr_russia/13266
11642;Сергей Смолин;https://www.kinopoisk.ru/name/5141503;Актер,Режиссер;3, 2011 — 2017;Последнее испытание;actors_ussr_russia/11642
41667;Salome Kokuashvili;https://www.kinopoisk.ru/name/2438459;Актриса;7, 2008 — 2015;;actors_ussr_russia/41667
19766;Мария Филиппова;https://www.kinopoisk.ru/name/4741747;Актриса;2, 2019 — 2023;;actors_ussr_russia/19766
1889;Алина Васильева;https://www.kinopoisk.ru/name/2408144;Актриса;5, 2010 — 2011;;actors_ussr_russia/1889
29593;Джахонгир Позилжанов;https://www.kinopoisk.ru/name/1824422;Актер,Режиссер,Сценарист,Продюсер,Композитор;21, 2005 — 2015;;actors_ussr_russia/29593
6766;Алексей Щербаков;https://www.kinopoisk.ru/name/5985864;Актер;18, 2019 — 2023;Внутри Лапенко,Музыкальная интуиция;actors_ussr_russia/6766
5138;Ирина Соболева;https://www.kinopoisk.ru/name/1996686;Актриса;13, 2006 — 2011;Глухарь;actors_ussr_russia/5138
262;Валерий Николаев;https://www.kinopoisk.ru/name/74577;Актер,Режиссер,Сценарист,Актер дубляжа;62, 1987 — 2021;Настя,Поединки: Вербовщик,Терминал,Ширли-мырли,Поворот,Клятва врача,Обучаю игре на гитаре,Родина ждет;actors_ussr_russia/262
1890;Сергей Белоголовцев;https://www.kinopoisk.ru/name/1641280;Актер,Актер дубляжа,Режиссер;44, 1974 — 2023;Большая секунда,Время «Спартака»,Ералаш,Клиника счастья;actors_ussr_russia/1890
24688;Валерий Меладзе;https://www.kinopoisk.ru/name/553260;Актер;36, 1996 — 2021;Тариф Новогодний,Музыкальная интуиция,Незнайка на Луне;actors_ussr_russia/24688
263;Игорь Жижикин;https://www.kinopoisk.ru/name/39495;Актер,Актер дубляжа;122, 1999 — 2024;Мажор,Территория,Чёрная лестница,Морпехи,Макс и Гусь;actors_ussr_russia/263
6767;Мария Алехина;https://www.kinopoisk.ru/name/3027991;Актриса;12, 2013 — 2023;Карточный домик;actors_ussr_russia/6767
1891;Иван Дубровский;https://www.kinopoisk.ru/name/2418300;Актер,Оператор;21, 2010 — 2020;Гостиница «Россия»,Молодёжка,Самара,Розыск;actors_ussr_russia/1891
37933;Павел Заяц;https://www.kinopoisk.ru/name/2333144;Актер;19, 2004 — 2013;Франц + Полина,Без права на ошибку,Смерть шпионам: Лисья нора,Талаш;actors_ussr_russia/37933
10018;Анна Колчина;https://www.kinopoisk.ru/name/2649018;Режиссер,Сценарист,Продюсер,Оператор;10, 2012 — 2024;Неверные;actors_ussr_russia/10018
3518;Алёна Криг;https://www.kinopoisk.ru/name/2678657;Актриса;12, 2010 — 2017;Спасти босса;actors_ussr_russia/3518
264;Анатолий Руденко;https://www.kinopoisk.ru/name/464044;Актер;82, 1996 — 2023;Марш-бросок,Красная королева,Разведчицы,Смерть шпионам: Лисья нора,Жить сначала,Простые истины;actors_ussr_russia/264
16517;Матвей Блантер;https://www.kinopoisk.ru/name/1492534;Композитор;6, 1951 — 2017;;actors_ussr_russia/16517
24703;Лионелла Пырьева;https://www.kinopoisk.ru/name/298329;Актриса;11, 1961 — 1987;Братья Карамазовы,Хозяин тайги,Последняя жертва,Мой любимый клоун;actors_ussr_russia/24703
14896;Анатолий Пасичник;https://www.kinopoisk.ru/name/6120065;Режиссер,Актер,Сценарист,Продюсер,Композитор,Монтажер;1, 2017 — 2017;;actors_ussr_russia/14896
5141;Анна Зверева;https://www.kinopoisk.ru/name/2901914;Актриса;3, 2011 — 2012;Карпов;actors_ussr_russia/5141
265;Алиса Шер;https://www.kinopoisk.ru/name/1623320;Актриса;2, 2002 — 2004;;actors_ussr_russia/265
11646;Валентин Куйк;https://www.kinopoisk.ru/name/298175;Сценарист,Режиссер,Продюсер;14, 1975 — 2016;;actors_ussr_russia/11646
45126;Виген Микаелян;https://www.kinopoisk.ru/name/3098324;Монтажер;7, 2008 — 2016;;actors_ussr_russia/45126
1893;Анна Пересильд;https://www.kinopoisk.ru/name/4583902;Актриса;5, 2018 — 2023;Слово пацана. Кровь на асфальте,Нежность;actors_ussr_russia/1893
24709;Ирина Азер;https://www.kinopoisk.ru/name/284764;Актриса;34, 1966 — 1992;Возвращение резидента,Освобождение: Огненная дуга,Освобождение: Битва за Берлин,Освобождение: Направление главного удара,Не стреляйте в белых лебедей,Большая перемена,Секретный фарватер,Кабачок «13 стульев»;actors_ussr_russia/24709
10020;Георгий Егоров;https://www.kinopoisk.ru/name/1819375;Оператор;24, 1979 — 2023;Северное сияние. О чем молчат русалки. Фильм пятый,Северное сияние. Ведьмины куклы. Фильм второй,Северное сияние. Следы смерти. Фильм четвертый,Весури,Северное сияние. Шорох крыльев. Фильм третий,Сонька: Продолжение легенды;actors_ussr_russia/10020
13271;Раиса Есипова;https://www.kinopoisk.ru/name/351079;Актриса;14, 1925 — 1957;;actors_ussr_russia/13271
3520;Евгений Плющенко;https://www.kinopoisk.ru/name/1610849;Актер;27, 2019 — 2019;;actors_ussr_russia/3520
266;Павел Баршак;https://www.kinopoisk.ru/name/464047;Актер;103, 2000 — 2024;Прогулка,Piter By,Питер FM,Ёлки 2,Кощей. Начало,Хор,Игра. Реванш,Игра,Крапленый,Алхимик. Эликсир Фауста;actors_ussr_russia/266
6770;Олеся Бойко;https://www.kinopoisk.ru/name/3059312;Актриса;9, 2008 — 2021;Разведчицы,Такая работа;actors_ussr_russia/6770
11647;Наиль Хайретдинов;https://www.kinopoisk.ru/name/4545541;Актер,Режиссер,Сценарист,Продюсер,Монтажер;10, 2014 — 2022;;actors_ussr_russia/11647
45131;Янина Париенко;https://www.kinopoisk.ru/name/4679068;Актриса;3, 2015 — 2017;;actors_ussr_russia/45131
1894;Марина Ладынина;https://www.kinopoisk.ru/name/319550;Актриса,Актриса дубляжа;19, 1935 — 2005;Кубанские казаки,В шесть часов вечера после войны,Трактористы,Свинарка и пастух;actors_ussr_russia/1894
24712;Павел Харланчук;https://www.kinopoisk.ru/name/1774995;Актер;82, 2004 — 2023;Лекарство для Веры,Тум-Паби-Дум,Хор,Спросите медсестру,Моя девочка,Участок лейтенанта Качуры. Чёрная паутина,Талаш;actors_ussr_russia/24712
14898;Андрей Пчёлкин;https://www.kinopoisk.ru/name/2986501;Режиссер,Сценарист,Продюсер,Оператор,Монтажер;1, 2012 — 2012;;actors_ussr_russia/14898
29603;Светлана Данильченко;https://www.kinopoisk.ru/name/181350;Актриса;18, 1959 — 1981;Дерсу Узала,Белорусский вокзал,Король-олень,Сотрудник ЧК,Вечный зов,Хождение по мукам;actors_ussr_russia/29603
267;Николай Быстров;https://www.kinopoisk.ru/name/1643974;Актер дубляжа,Актер;303, 1993 — 2023;Снежная Королева: Зазеркалье,Парфюмерша 3;actors_ussr_russia/267
13272;Станислав Лельхов;https://www.kinopoisk.ru/name/2453681;Актер;29, 2000 — 2019;Последняя статья журналиста,Дневник убийцы,Тайны следствия,Шеф. Игра на повышение;actors_ussr_russia/13272
16520;Аня Павлова;https://www.kinopoisk.ru/name/7090515;Актриса;7, 2019 — 2023;Тётя Марта,Великолепная пятёрка,Условный мент;actors_ussr_russia/16520
21399;Alexander Bobrov;https://www.kinopoisk.ru/name/6107050;Актер;1, 2020 — 2020;;actors_ussr_russia/21399
33965;Эдуард Алиев;https://www.kinopoisk.ru/name/2545373;Продюсер,Сценарист,Актер;26, 2007 — 2024;Отчий берег,По законам военного времени,Через прицел,Ваша честь;actors_ussr_russia/33965
24714;Александра Богданова;https://www.kinopoisk.ru/name/3704902;Актриса,Актриса дубляжа;28, 2013 — 2024;Московские тайны. Тринадцатое колено,Московские тайны. Бедная Лиза,Московские тайны. Либерея,В созвездии Стрельца,СМЕРШ,Ленинград 46,Ростов,Жиза;actors_ussr_russia/24714
6771;Екатерина Волкова;https://www.kinopoisk.ru/name/4068996;Актриса;11, 2011 — 2019;Мажор 2,Невский. Проверка на прочность,Невский,Проспект обороны,Внутреннее расследование;actors_ussr_russia/6771
268;Жанна Фриске;https://www.kinopoisk.ru/name/558414;Актриса,Актриса дубляжа;31, 2001 — 2013;О чём говорят мужчины;actors_ussr_russia/268
3522;Лариса Кадочникова;https://www.kinopoisk.ru/name/196085;Актриса;50, 1958 — 2021;Тени забытых предков,Василий Суриков,Белая птица с черной отметиной,Воскресение,Время, вперед!,Чужая жизнь,Офицерские жены,Путешествие к центру души,25-й час,Седьмое небо;actors_ussr_russia/3522
8396;Ксения Четверик;https://www.kinopoisk.ru/name/3931027;Актриса;9, 2007 — 2018;Высший пилотаж;actors_ussr_russia/8396
29612;Ирена Куксенайте;https://www.kinopoisk.ru/name/295060;Актриса;5, 1983 — 2016;Асса,Мажор 2;actors_ussr_russia/29612
18150;Алексей Чистилин;https://www.kinopoisk.ru/name/3890926;Композитор;5, 2012 — 2021;;actors_ussr_russia/18150
11649;Максим Метельников;https://www.kinopoisk.ru/name/5498664;Актер;8, 2019 — 2023;Нежные листья, ядовитые корни;actors_ussr_russia/11649
14900;Захар Сасим;https://www.kinopoisk.ru/name/4192764;Сценарист;6, 2017 — 2022;Бодо Бородо;actors_ussr_russia/14900
6772;Анна Калабина;https://www.kinopoisk.ru/name/4340788;Актриса;25, 2000 — 2021;Ментовские войны 7,Невский,Склифосовский,Великолепная пятёрка,Гранд;actors_ussr_russia/6772
21400;Анастасия Возжаева;https://www.kinopoisk.ru/name/6879816;Актриса;10, 2000 — 2023;Лихач,Великолепная пятёрка,Тайны следствия,Крепкие орешки,Условный мент;actors_ussr_russia/21400
269;Инна Чурикова;https://www.kinopoisk.ru/name/128152;Актриса,Актриса дубляжа,Сценарист;82, 1961 — 2023;Тот самый Мюнхгаузен,Начало,Морозко,Курьер,Ребро Адама,Идиот,Васса,Московская сага,Винтовая лестница,Мертвые души;actors_ussr_russia/269
37947;Гульфайрус Исмаилова;https://www.kinopoisk.ru/name/355598;Актриса,Художник;4, 1950 — 1972;;actors_ussr_russia/37947
1897;Руслан Ягудин;https://www.kinopoisk.ru/name/1629057;Актер;86, 2002 — 2023;Сокровища партизанского леса,Легенда №17,На Верхней Масловке,Поп,Розыск,Дежурный ангел,Вторая жизнь,Кибердеревня,Палач;actors_ussr_russia/1897
24719;Юлия Кадушкевич;https://www.kinopoisk.ru/name/1508851;Актриса;40, 2004 — 2023;Тяжелый песок,Голубка,Отчим,Вызов,Обратная сторона Луны;actors_ussr_russia/24719
21401;Данила Турецков;https://www.kinopoisk.ru/name/6931581;Актер;2, 2022 — 2023;;actors_ussr_russia/21401
270;Екатерина Редникова;https://www.kinopoisk.ru/name/75785;Актриса,Актриса дубляжа;61, 1990 — 2022;Вор,Барышня-крестьянка,Подарок Сталину,Подольские курсанты,Дом,Казанова,Обнимая небо,Беги!,9 месяцев,Диверсант;actors_ussr_russia/270
3524;Юрий Коробейников;https://www.kinopoisk.ru/name/2507110;Оператор,Режиссер;42, 2007 — 2023;Холоп 2,Грозный папа,У людей так бывает,Обратная связь,Крепость Бадабер,Слово пацана. Кровь на асфальте,Метод,Спящие,Игра на выживание;actors_ussr_russia/3524
45143;Ольга Софрикова;https://www.kinopoisk.ru/name/6628812;Актриса;1, 2023 — 2023;Крецул;actors_ussr_russia/45143
13275;Сергей Перевышин;https://www.kinopoisk.ru/name/1492554;Актер;5, 1989 — 2016;Посетитель музея,Черный ворон;actors_ussr_russia/13275
29620;Мария Лаврова;https://www.kinopoisk.ru/name/4823045;Актриса;6, 2016 — 2020;Просто представь, что мы знаем;actors_ussr_russia/29620
41686;Андрей Карасов;https://www.kinopoisk.ru/name/5904186;Режиссер,Сценарист,Продюсер;2, 2020 — 2023;;actors_ussr_russia/41686
1898;Вячеслав Шалевич;https://www.kinopoisk.ru/name/273374;Актер,Актер дубляжа,Режиссер,Сценарист;108, 1955 — 2015;Три тополя на Плющихе,Красная площадь,Виринея,Прощение,Иркутская история,Дело гастронома №1,Боец,Морской патруль,Семнадцать мгновений весны,Кабачок «13 стульев»;actors_ussr_russia/1898
6774;Антон Сухарев;https://www.kinopoisk.ru/name/1873267;Режиссер,Сценарист,Актер,Продюсер;8, 2005 — 2021;Бар «На грудь»;actors_ussr_russia/6774
3525;Артем Логинов;https://www.kinopoisk.ru/name/1890786;Продюсер,Сценарист,Режиссер;61, 2006 — 2024;Батя,Контакт,Мир! Дружба! Жвачка!,Сладкая жизнь,Восьмидесятые,Праздники;actors_ussr_russia/3525
24720;Александр Попов;https://www.kinopoisk.ru/name/1801156;Актер;60, 2007 — 2022;Дворняжка Ляля,Высший пилотаж,Страсти по Чапаю,Спецы,Стажер;actors_ussr_russia/24720
19776;Вардан Галустян;https://www.kinopoisk.ru/name/6400560;Актер;2, 2021 — 2021;В активном поиске;actors_ussr_russia/19776
1899;Максим Дахненко;https://www.kinopoisk.ru/name/1823255;Актер,Актер дубляжа;47, 2001 — 2023;Солнцепек,Купчино,Высокие ставки,Один,Записки экспедитора Тайной канцелярии 2,Анна-детективъ;actors_ussr_russia/1899
37951;Анна Бабкова;https://www.kinopoisk.ru/name/1163886;Актриса;2, 2007 — 2007;;actors_ussr_russia/37951
272;Андрей Чадов;https://www.kinopoisk.ru/name/238576;Актер,Продюсер;42, 2001 — 2022;Живой,Курсанты,Стажер,Дело чести,Провокатор,Игра на выживание;actors_ussr_russia/272
3526;Анна Коротаева;https://www.kinopoisk.ru/name/1949923;Актриса;2, 2009 — 2010;;actors_ussr_russia/3526
24724;Карина Иванова;https://www.kinopoisk.ru/name/1140367;Актриса;10, 2004 — 2016;;actors_ussr_russia/24724
19777;Владислава Козловская;https://www.kinopoisk.ru/name/6513312;Актриса;4, 2019 — 2021;Великолепная пятёрка,Алекс Лютый. Дело Шульца;actors_ussr_russia/19777
16525;Евгений Ракша;https://www.kinopoisk.ru/name/4275907;Продюсер,Монтажер;2, 2004 — 2006;;actors_ussr_russia/16525
41692;Анна Жигалина;https://www.kinopoisk.ru/name/6535283;Актриса,Продюсер,Монтажер;3, 2021 — 2023;Поехавшая;actors_ussr_russia/41692
21404;Максим Бостанов;https://www.kinopoisk.ru/name/7075379;Режиссер,Сценарист,Актер,Оператор,Композитор;4, 2022 — 2023;;actors_ussr_russia/21404
3527;Олег Каменщиков;https://www.kinopoisk.ru/name/1174596;Актер,Актер дубляжа;150, 2002 — 2024;Дурак,Зимний роман,Снегирь,Грымза,Триггер,Жёлтый глаз тигра,Ищейка,Глухарь;actors_ussr_russia/3527
29627;Александр Макаров;https://www.kinopoisk.ru/name/559112;Актер;107, 1973 — 2023;Здравствуйте, я ваша тетя!,Чистилище,Следствие ведут знатоки: Побег,Китайскiй сервизъ,Жизнь одна,12 стульев,Глухарь. Продолжение,Штрафбат,Оттепель,Дети Арбата;actors_ussr_russia/29627
273;Сергей Лавыгин;https://www.kinopoisk.ru/name/1909840;Актер;56, 2003 — 2025;Лёд 3,Чебурашка,Жажда,Лёд 2,Капельник,Мамочки,Большая игра,Гранд,Отель Элеон;actors_ussr_russia/273
33979;Ульяна Лопаткина;https://www.kinopoisk.ru/name/1283723;Актриса;7, 2003 — 2011;;actors_ussr_russia/33979
14905;Тася Орлова;https://www.kinopoisk.ru/name/6512989;Актриса;5, 2021 — 2023;Пропавшая;actors_ussr_russia/14905
1901;Наталья Кудряшова;https://www.kinopoisk.ru/name/1690101;Актриса,Сценарист,Режиссер,Продюсер,Монтажер;31, 2007 — 2024;Доктор Лиза,Капитан Волконогов бежал,Салют-7,Шпион,Монастырь,Колл-центр,Секс. До и после,Без свидетелей;actors_ussr_russia/1901
10028;Марк Подлесный;https://www.kinopoisk.ru/name/1649310;Актер,Актер дубляжа;25, 2005 — 2023;Шифр,Глухарь,Следствие любви,Склифосовский,Метод Фрейда;actors_ussr_russia/10028
19778;Юлия Добрынина;https://www.kinopoisk.ru/name/7001637;Актриса;1, 2022 — 2022;Конец света;actors_ussr_russia/19778
3528;Александра Цымбалистова;https://www.kinopoisk.ru/name/1615962;Актриса;2, 1999 — 2013;Простые истины;actors_ussr_russia/3528
16526;Максим Кривошеев;https://www.kinopoisk.ru/name/1867061;Актер;6, 1982 — 2021;;actors_ussr_russia/16526
24739;Наталья Подольская;https://www.kinopoisk.ru/name/1281572;Актриса;15, 2011 — 2024;;actors_ussr_russia/24739
29628;Вячеслав Василюк;https://www.kinopoisk.ru/name/1439664;Актер;91, 2004 — 2021;72 часа,Срочно! Ищу мужа,Кухня,Полицейский с Рублёвки,Молодёжка,Мамочки,Сваты 6;actors_ussr_russia/29628
274;Евгения Дмитриева;https://www.kinopoisk.ru/name/1174433;Актриса;152, 1994 — 2024;Мистер Нокаут,Нелюбовь,Пальма,Год золотой рыбки,Заза,Прощай, любимая...,Лондонград. Знай наших,Крутая перемена,Пять минут тишины. Возвращение,Библиотекарь;actors_ussr_russia/274
1902;Евгений Киндинов;https://www.kinopoisk.ru/name/304419;Актер,Актер дубляжа;74, 1967 — 2014;Городской романс,Золотая мина,Таежная повесть,Романс о влюбленных,Старые стены,Колье Шарлотты,Приключения принца Флоризеля,Дети Арбата,Склифосовский,Чехов и Ко;actors_ussr_russia/1902
37958;Алёна Соловей;https://www.kinopoisk.ru/name/3000681;Актриса;1, 2013 — 2013;;actors_ussr_russia/37958
14906;Борис Немцов;https://www.kinopoisk.ru/name/6189412;Актер;7, 2012 — 2018;;actors_ussr_russia/14906
6778;Ирсон Кудикова;https://www.kinopoisk.ru/name/1543818;;3, 2009 — 2009;;actors_ussr_russia/6778
41695;Юрий Белоусов;https://www.kinopoisk.ru/name/2331809;Режиссер,Актер,Сценарист,Продюсер;2, 2010 — 2016;Черная кошка;actors_ussr_russia/41695
5151;Юлиания Селиванова;https://www.kinopoisk.ru/name/2797608;Актриса;8, 2007 — 2017;Карпов,Меч;actors_ussr_russia/5151
3529;Рудольф Нуреев;https://www.kinopoisk.ru/name/160970;Актер,Режиссер,Сценарист;55, 1966 — 2021;;actors_ussr_russia/3529
21406;Юлия Ганацкая;https://www.kinopoisk.ru/name/7105379;Актриса;2, 2021 — 2021;;actors_ussr_russia/21406
24743;Юрий Чернов;https://www.kinopoisk.ru/name/273129;Актер,Актер дубляжа;133, 1967 — 2022;Иван Васильевич меняет профессию,Там, на неведомых дорожках...,Из жизни Федора Кузькина,Доживем до понедельника,Юность Петра,Слава,Ералаш,Приключения Электроника,Цыган,Спас под березами;actors_ussr_russia/24743
275;Анастасия Акатова;https://www.kinopoisk.ru/name/2741338;Актриса,Актриса дубляжа;52, 2006 — 2023;Гости из прошлого,Жуки,Кибер Иван,Оливье и роботы,Иванько;actors_ussr_russia/275
1903;Динара Друкарова;https://www.kinopoisk.ru/name/64251;Актриса,Режиссер,Сценарист,Актриса дубляжа;64, 1989 — 2022;Замри-умри-воскресни!,Про уродов и людей,Генсбур. Любовь хулигана,Любовь,Париж, я люблю тебя,Бюро,Капитан Марло;actors_ussr_russia/1903
10030;Юлия Чеботникова;https://www.kinopoisk.ru/name/5444511;Актриса;12, 2018 — 2021;Золотая кровь. Градус смерти;actors_ussr_russia/10030
13280;Никита Герфанов;https://www.kinopoisk.ru/name/3713333;Продюсер,Сценарист,Монтажер;12, 2014 — 2023;Семейка,Ивановы-Ивановы;actors_ussr_russia/13280
24746;Александр Пальчиков;https://www.kinopoisk.ru/name/1777054;Актер;37, 2002 — 2022;Розыск,Триггер,Душегубы,Страсти по Чапаю,Беловодье. Тайна затерянной страны;actors_ussr_russia/24746
11657;Артем Макаревич;https://www.kinopoisk.ru/name/3701213;Режиссер,Сценарист,Продюсер,Монтажер,Оператор;4, 2014 — 2019;;actors_ussr_russia/11657
29633;Анна Зайцева;https://www.kinopoisk.ru/name/2465508;Режиссер,Сценарист,Продюсер,Актриса,Монтажер;11, 2011 — 2023;Сама дура;actors_ussr_russia/29633
276;Роман Мадянов;https://www.kinopoisk.ru/name/231349;Актер;217, 1972 — 2023;Весенние перевертыши,По щучьему велению,12,Жили-были,Поддубный,Раскол,Великая,Домашний арест,Участок,Штрафбат;actors_ussr_russia/276
1904;Марго Адаева;https://www.kinopoisk.ru/name/2900152;Актриса,Актриса дубляжа,Продюсер;50, 2012 — 2023;Серебряные коньки,За нас с вами,Тест на беременность 2,Плейлист волонтёра,Оптимисты,Крёстный,Тест на беременность;actors_ussr_russia/1904
6780;Аглая Гершова;https://www.kinopoisk.ru/name/2286826;Актриса,Актриса дубляжа;6, 1998 — 2020;Великая,Цыпленок жареный;actors_ussr_russia/6780
3531;Мария Карпова;https://www.kinopoisk.ru/name/2842497;Актриса;19, 2015 — 2024;Здоровый человек,Многоэтажка,Доктор Преображенский,Беспринципные,Псих;actors_ussr_russia/3531
16529;Султан Цориев;https://www.kinopoisk.ru/name/5497927;Оператор,Режиссер,Сценарист,Продюсер;42, 1972 — 2016;;actors_ussr_russia/16529
24749;Валерий Магдьяш;https://www.kinopoisk.ru/name/1647834;Актер;14, 1992 — 2015;Глаз Божий,Кто, если не мы;actors_ussr_russia/24749
277;Светлана Камынина;https://www.kinopoisk.ru/name/1152723;Актриса,Актриса дубляжа;72, 2004 — 2023;Добро пожаловать в семью,Простые вещи,Два холма. Фильм,Сохрани мою речь навсегда,ИЛЬФИПЕТРОВ,Два холма,Куплю актрису,Интерны,Ира,Настя, соберись!;actors_ussr_russia/277
13282;Дмитрий Жамойда;https://www.kinopoisk.ru/name/1625261;Актер;5, 2004 — 2008;Дети Арбата;actors_ussr_russia/13282
5154;Вадик Королев;https://www.kinopoisk.ru/name/5661548;Актер;5, 2020 — 2023;Фрау,Человек из Подольска;actors_ussr_russia/5154
3532;Ольга Морозова;https://www.kinopoisk.ru/name/3635656;Актриса;42, 2004 — 2022;Авантюра на двоих,Проводница,Объятия лжи,Испытание,Пёс;actors_ussr_russia/3532
8406;Стася Кудякова;https://www.kinopoisk.ru/name/3511214;Актриса дубляжа,Актриса;17, 2010 — 2021;;actors_ussr_russia/8406
16530;Алиса Руденко;https://www.kinopoisk.ru/name/7078089;Актриса;13, 2022 — 2024;Ухожу красиво,Балет,Сама виновата?;actors_ussr_russia/16530
45160;Эдуард Арутюнов;https://www.kinopoisk.ru/name/5421894;Продюсер,Сценарист,Режиссер;3, 2018 — 2022;;actors_ussr_russia/45160
1906;Дмитрий Золотухин;https://www.kinopoisk.ru/name/269781;Актер,Режиссер,Сценарист,Продюсер;15, 1980 — 2018;В начале славных дел,Юность Петра,Василий Буслаев,Зона Любэ,Экипаж,Россия молодая;actors_ussr_russia/1906
13283;Петр Чернышев;https://www.kinopoisk.ru/name/6266112;Актер;2, 2019 — 2019;Спящая красавица. Легенда двух королевств;actors_ussr_russia/13283
29637;Александр Жеребко;https://www.kinopoisk.ru/name/1671961;Актер,Режиссер,Сценарист,Продюсер;48, 2007 — 2022;Вещдок,1941;actors_ussr_russia/29637
5155;Елена Ербакова;https://www.kinopoisk.ru/name/5562044;Актриса;1, 2022 — 2022;Сердце пармы;actors_ussr_russia/5155
3533;Анна Бачалова;https://www.kinopoisk.ru/name/2454632;Актриса;79, 2004 — 2023;Мастер,Молодёжка,Зорге,Котовский,Живой;actors_ussr_russia/3533
8407;Дарья Кукарских;https://www.kinopoisk.ru/name/5682144;Актриса;16, 2019 — 2024;Праведник,Вертинский,Книжная девочка,20/22,Филин 2;actors_ussr_russia/8407
279;Алёна Михайлова;https://www.kinopoisk.ru/name/5138353;Актриса;16, 2018 — 2022;Люби их всех,Чики,За час до рассвета,Водоворот,Клиника счастья,Волк;actors_ussr_russia/279
1907;Эвелина Хромченко;https://www.kinopoisk.ru/name/1754795;Актриса,Актриса дубляжа;5, 2005 — 2012;;actors_ussr_russia/1907
13284;Лев Северухин;https://www.kinopoisk.ru/name/3644113;Актер;3, 2013 — 2015;;actors_ussr_russia/13284
5156;Александр Мухин;https://www.kinopoisk.ru/name/4505767;Актер;19, 2005 — 2022;Мамочки,Годунов,Кровавая барыня,Вольная грамота,Бихэппи;actors_ussr_russia/5156
14911;Евгений Шелковой;https://www.kinopoisk.ru/name/2725881;Режиссер,Сценарист,Продюсер,Актер,Монтажер;3, 2012 — 2012;;actors_ussr_russia/14911
41703;Алдияр Байракимов;https://www.kinopoisk.ru/name/5408001;Сценарист,Режиссер,Актер,Монтажер;5, 2015 — 2023;Паралимпиец;actors_ussr_russia/41703
10034;Денис Симачёв;https://www.kinopoisk.ru/name/2007777;Художник,Режиссер,Композитор;5, 2008 — 2022;;actors_ussr_russia/10034
8408;Алексей Телеш;https://www.kinopoisk.ru/name/1770829;Актер,Оператор,Режиссер,Монтажер;48, 2000 — 2023;Адмиралъ,Тест на беременность,Ментовские войны 7,Чужой район 2,Чужой,Последняя встреча;actors_ussr_russia/8408
33996;Олег Лисогор;https://www.kinopoisk.ru/name/25288;Актер;1, 1999 — 1999;Восток-Запад;actors_ussr_russia/33996
11661;Алина Крупнова;https://www.kinopoisk.ru/name/2614482;Продюсер,Режиссер,Сценарист,Актриса;7, 2002 — 2017;Екатерина,Девочки не сдаются;actors_ussr_russia/11661
24757;Игорь Лагутин;https://www.kinopoisk.ru/name/269764;Актер;32, 1988 — 2017;Вторые,Профессионал,Операция «Цвет нации»,Восьмидесятые,Грязная работа;actors_ussr_russia/24757
